CustomerID,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Contract Period
0840-DFEZH,Los Angeles,90036,34.070291,-118.349191,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,564.65,No,0,37,4989,,1
8690-ZVLCL,Los Angeles,90038,34.088017,-118.327168,Female,No,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.0,6161.9,No,0,44,5436,,24
1125-SNVCK,Los Angeles,90040,33.994524,-118.149953,Female,Yes,No,No,49,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.8,2106.05,No,0,68,5651,,1
0384-LPITE,Los Angeles,90041,34.137412,-118.207607,Male,No,No,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,No,0,34,2290,,12
4616-EWBNJ,Los Angeles,90042,34.11572,-118.192754,Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.1,318.6,No,0,22,4545,,12
1335-HQMKX,Los Angeles,90044,33.952714,-118.292061,Female,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.35,7323.15,No,0,25,4497,,12
2545-EBUPK,Los Angeles,90045,33.954017,-118.402447,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,No,0,72,5039,,1
6923-AQONU,Los Angeles,90046,34.108455,-118.362081,Male,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.9,454.0,No,0,46,4076,,24
2172-EJXVF,Los Angeles,90047,33.958149,-118.308441,Female,Yes,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.9,7521.95,No,0,60,5479,,12
4536-PLEQY,Los Angeles,90058,34.001617,-118.222274,Male,No,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,No,0,80,2540,,1
7029-IJEJK,Los Angeles,90059,33.927254,-118.249826,Female,No,No,No,54,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),44.1,2369.7,No,0,32,6205,,12
8871-JLMHM,Los Angeles,90061,33.92128,-118.274186,Female,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),90.2,6297.65,No,0,55,4095,,24
5447-VYTKW,Los Angeles,90064,34.037251,-118.423573,Male,No,No,No,27,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.45,1461.45,No,0,75,2191,,1
3623-FQBOX,Los Angeles,90065,34.108833,-118.229715,Male,No,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,416.4,No,0,36,3632,,1
8659-HDIYE,Los Angeles,90067,34.057496,-118.413959,Female,Yes,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,No,0,58,5113,,1
3474-BAFSJ,West Hollywood,90069,34.093781,-118.381061,Male,No,Yes,No,57,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.5,3265.95,No,0,75,4133,,24
3865-ZFZIB,Los Angeles,90077,34.102084,-118.451629,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,358.15,No,0,21,5596,,24
1855-AGAWH,Bell,90201,33.970343,-118.171368,Male,No,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,No,0,46,2510,,12
7109-CQYUZ,Beverly Hills,90210,34.099891,-118.414338,Male,No,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.25,4652.4,No,0,31,4624,,24
1370-GGAWX,Beverly Hills,90211,34.063947,-118.383001,Female,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.15,4408.45,No,0,70,3924,,12
4680-KUTAJ,Beverly Hills,90212,34.062095,-118.401508,Female,Yes,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.6,580.8,No,0,80,5014,,1
5307-UVGNB,Compton,90220,33.88151,-118.234451,Female,No,Yes,Yes,53,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,No,0,54,4116,,1
2883-ILGWO,Compton,90222,33.912246,-118.236773,Male,Yes,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,No,0,75,5838,,1
3642-BYHDO,Downey,90240,33.956228,-118.120993,Female,No,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1389.35,No,0,31,5789,,24
9629-NHXFW,Downey,90241,33.940884,-118.128628,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,0,72,3160,,1
2696-RZVZW,Downey,90242,33.921793,-118.140588,Male,No,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.05,1629.2,No,0,24,4187,,24
5766-FTRTS,El Segundo,90245,33.917145,-118.401554,Male,No,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.45,6033.1,No,0,50,6297,,24
0396-HUJBP,Gardena,90247,33.890853,-118.297967,Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,44.4,No,0,43,3009,,1
8879-ZKJOF,Gardena,90249,33.90139,-118.315697,Female,No,No,No,41,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),79.85,3320.75,No,0,48,5556,,12
6285-FTQBF,Hawthorne,90250,33.914775,-118.348083,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1867.7,No,0,40,6425,,24
1474-JUWSM,Lynwood,90262,33.923573,-118.200669,Female,No,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,68.4,3972.25,No,0,62,5269,,12
3530-CRZSB,Malibu,90263,34.037037,-118.705803,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,155.9,No,0,38,2100,,1
8498-XXGWA,Malibu,90265,34.074572,-118.831181,Female,No,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.15,3673.15,No,0,34,6205,,1
9617-INGJY,Manhattan Beach,90266,33.889632,-118.39737,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.6,70.6,No,0,61,3530,,1
0621-TSSMU,Maywood,90270,33.988572,-118.186565,Male,No,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,No,0,65,4838,,12
7234-KMNRQ,Pacific Palisades,90272,34.079449,-118.548306,Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,73.45,No,0,28,4345,,1
7636-PEPNS,Palos Verdes Peninsula,90274,33.788208,-118.404955,Female,No,Yes,Yes,58,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,44.1,2413.05,No,0,44,5040,,12
4683-WYDOU,Rancho Palos Verdes,90275,33.753146,-118.367459,Male,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.6,6912.7,No,0,40,4697,,24
9052-DHNKM,Redondo Beach,90277,33.830453,-118.384565,Male,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,61.55,1581.95,No,0,30,5156,,12
6794-HKIAJ,Redondo Beach,90278,33.873395,-118.37019,Male,No,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),90.7,5586.45,No,0,67,5496,,1
5578-NKCXI,South Gate,90280,33.944624,-118.192615,Female,No,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),99.25,5846.65,No,0,22,4098,,12
1642-HMARX,Topanga,90290,34.115192,-118.61017,Female,No,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,6424.7,No,0,77,4113,,24
3096-WPXBT,Venice,90291,33.991782,-118.479229,Female,No,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),100.7,6018.65,No,0,57,4804,,12
8434-PNQZX,Marina Del Rey,90292,33.977468,-118.445475,Female,No,No,No,42,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),78.45,3373.4,No,0,30,3192,,24
5950-AAAGJ,Playa Del Rey,90293,33.947305,-118.439841,Male,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,No,0,72,4612,,1
4299-OPXEJ,Inglewood,90301,33.956445,-118.358634,Female,No,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.55,1080.55,No,0,56,5764,,24
9618-LFJRU,Inglewood,90303,33.936291,-118.332639,Female,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.45,82.85,No,0,40,4344,,1
6693-DJWTY,Inglewood,90304,33.936827,-118.359824,Female,No,No,Yes,35,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),55.6,2016.45,No,0,80,5964,,12
0744-GKNGE,Inglewood,90305,33.958134,-118.330905,Female,No,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,No,0,70,4915,,1
6447-EGDIV,Santa Monica,90401,34.015481,-118.493231,Female,No,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95,683.25,No,0,69,5772,,12
1167-OYZJF,Santa Monica,90402,34.035849,-118.503508,Female,Yes,Yes,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,1263.05,No,0,76,4934,,24
4806-DXQCE,Santa Monica,90404,34.026334,-118.474222,Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,113.65,7714.65,No,0,46,6146,,24
4854-SSLTN,Torrance,90502,33.833181,-118.292062,Male,No,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,59.5,130.5,No,0,61,5613,,24
5294-DMSFH,Torrance,90503,33.840399,-118.353714,Female,No,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,No,0,25,4780,,1
4837-PZTIC,Torrance,90504,33.867257,-118.330794,Female,No,No,No,47,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,41.9,1875.25,No,0,45,2540,,24
0603-OLQDC,Whittier,90601,34.007353,-118.033683,Male,No,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,No,0,36,5796,,1
3272-VUHPV,Whittier,90602,33.972119,-118.020188,Female,No,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.3,401.5,No,0,21,3135,,1
4176-FXYBO,Whittier,90603,33.945318,-117.992066,Male,No,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,109.55,6118.95,No,0,42,6130,,1
1063-DHQJF,Whittier,90604,33.929704,-118.01208,Male,No,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,92.15,6480.9,No,0,30,5817,,24
8663-UPDGF,Whittier,90605,33.960891,-118.032222,Female,No,No,No,26,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,No,0,55,3866,,1
6719-FGEDO,Whittier,90606,33.976678,-118.065875,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.0,7104.2,No,0,67,6302,,24
1837-YQUCE,Buena Park,90620,33.845706,-118.012204,Female,No,No,No,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.35,4214.25,No,0,55,4093,,24
0369-ZGOVK,Cypress,90630,33.818477,-118.038307,Female,No,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.4,1992.2,No,0,54,5195,,12
9919-KNPOO,La Mirada,90638,33.902045,-118.008961,Female,No,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,No,0,55,2058,,1
7872-BAAZR,Norwalk,90650,33.905963,-118.08263,Female,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.55,1007.9,No,0,29,4670,,12
9391-LMANN,Pico Rivera,90660,33.989524,-118.089299,Male,No,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,95.95,5036.9,No,0,61,4523,,12
8174-TBVCF,Stanton,90680,33.801869,-117.995068,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,No,0,71,5072,,24
1698-XFZCI,Artesia,90701,33.867593,-118.080637,Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6521.9,No,0,29,5364,,12
1877-HKBQX,Cerritos,90703,33.8681,-118.067402,Female,No,No,No,11,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,54.6,617.85,No,0,49,2573,,12
4450-DLLMH,Avalon,90704,33.391181,-118.421305,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.3,157.75,No,0,43,2274,,1
0428-AXXLJ,Bellflower,90706,33.887676,-118.127289,Male,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.5,516.3,No,0,36,4761,,12
2746-DIJLO,Harbor City,90710,33.798266,-118.300237,Female,No,No,No,41,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),56.3,2364.0,No,0,46,2994,,12
3508-VLHCZ,Lakewood,90715,33.841027,-118.078097,Female,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.55,6239.05,No,0,66,6009,,24
4086-ATNFV,Hawaiian Gardens,90716,33.830431,-118.074071,Female,No,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,60.8,2042.05,No,0,48,4522,,12
0468-YRPXN,Lomita,90717,33.794209,-118.317354,Male,No,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,No,0,42,4580,,1
5996-NRVXR,Los Alamitos,90720,33.79499,-118.065591,Male,Yes,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,No,0,53,4332,,12
3739-YBWAB,Paramount,90723,33.897122,-118.164432,Male,No,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.35,1317.95,No,0,60,3314,,12
7047-FWEYA,San Pedro,90731,33.736387,-118.284363,Female,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,103.15,4594.65,No,0,32,3517,,12
2000-MPKCA,San Pedro,90732,33.744119,-118.31448,Female,No,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.75,6332.75,No,0,57,5121,,12
9762-YAQAA,Seal Beach,90740,33.75462,-118.071128,Male,No,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),81.4,3213.75,No,0,22,4104,,12
5473-KHBPS,Surfside,90743,33.728273,-118.085304,Female,No,Yes,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),95.7,4976.15,No,0,31,4415,,12
0100-DUVFC,Wilmington,90744,33.782068,-118.262263,Male,Yes,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.8,7308.95,No,0,57,5291,,12
5397-TUPSH,Carson,90745,33.822295,-118.26411,Male,Yes,Yes,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.95,4555.2,No,0,30,4871,,12
8950-MTZNV,Carson,90746,33.859171,-118.252272,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.95,44.95,No,0,75,3256,,1
0326-VDYXE,Long Beach,90802,33.752524,-118.210737,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.65,6982.5,No,0,35,4252,,12
6773-LQTVT,Long Beach,90803,33.760458,-118.129725,Female,Yes,Yes,Yes,29,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,35.65,1025.15,No,0,46,4107,,1
0436-TWFFZ,Long Beach,90805,33.864622,-118.179626,Female,No,No,No,67,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,85.25,5714.2,No,0,61,6322,,24
8566-YPRGL,Long Beach,90806,33.802664,-118.179971,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,No,0,23,5279,,1
6609-MXJHJ,Long Beach,90808,33.823943,-118.111335,Female,No,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.1,789.55,No,0,35,5851,,24
2669-OIDSD,Long Beach,90810,33.819814,-118.222416,Female,No,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,No,0,34,3468,,1
8400-WZICQ,Long Beach,90813,33.781086,-118.199049,Female,No,Yes,Yes,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.7,3131.8,No,0,61,4149,,1
9576-SYUHJ,Long Beach,90815,33.797638,-118.11662,Male,No,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.15,3369.25,No,0,37,3194,,1
0410-IPFTY,Long Beach,90822,33.778436,-118.118648,Female,No,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,No,0,56,4283,,1
2831-EBWRN,Altadena,91001,34.196837,-118.142236,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,No,0,39,3200,,1
9430-NKQLY,Arcadia,91006,34.137319,-118.029837,Male,No,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,No,0,52,4185,,24
0247-SLUJI,Duarte,91010,34.145695,-117.95982,Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,19.7,No,0,43,2004,,1
9402-ORRAH,La Canada Flintridge,91011,34.234912,-118.153729,Female,Yes,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,No,0,41,4173,,1
6483-OATDN,Monrovia,91016,34.1528,-118.000482,Male,No,Yes,Yes,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3,411.6,No,0,66,2545,,1
1293-HHSHJ,Montrose,91020,34.2112,-118.230625,Female,No,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,21.1,741.0,No,0,79,5707,,12
4840-ORQXB,Sierra Madre,91024,34.168686,-118.057505,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.75,5841.35,No,0,35,5128,,1
3982-DQLUS,Sunland,91040,34.282704,-118.312929,Male,Yes,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,5688.45,No,0,21,4978,,1
8610-ZIKJJ,Tujunga,91042,34.296574,-118.244839,Female,No,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,31.9,No,0,58,2843,,12
3756-VNWDH,Pasadena,91101,34.146635,-118.139225,Male,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,No,0,66,4368,,12
7801-KICAO,Pasadena,91103,34.167465,-118.165327,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.15,1345.75,No,0,73,5033,,1
7673-LPRNY,Pasadena,91104,34.165383,-118.123752,Female,No,No,No,23,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,No,0,47,3127,,12
6060-QBMGV,Pasadena,91106,34.139402,-118.128658,Male,No,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1433.8,No,0,39,4442,,24
7339-POGZN,Pasadena,91107,34.159007,-118.087353,Female,No,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,50.7,214.55,No,0,60,4288,,1
2828-SLQPF,San Marino,91108,34.122671,-118.112911,Male,No,No,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,No,0,62,4519,,1
4465-VDKIQ,Glendale,91201,34.17051,-118.289463,Female,No,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,77.8,1358.6,No,0,42,4228,,1
2921-XWDJH,Glendale,91202,34.167926,-118.267539,Female,Yes,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,3147.15,No,0,49,2768,,1
2558-BUOZZ,Glendale,91204,34.136306,-118.26036,Male,No,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.8,4535.85,No,0,66,5022,,12
9257-AZMTZ,Glendale,91205,34.13658,-118.245839,Female,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.1,1078.75,No,0,71,4529,,24
0003-MKNFE,Glendale,91206,34.162515,-118.203869,Male,No,No,No,9,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,59.9,542.4,No,0,66,5414,,1
0975-UYDTX,Glendale,91207,34.182378,-118.262922,Female,No,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),90.1,2312.55,No,0,39,2068,,12
4682-BLBUC,La Crescenta,91214,34.239636,-118.245259,Male,No,Yes,No,44,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,70.95,3250.45,No,0,66,3678,,12
0975-VOOVL,Agoura Hills,91301,34.129058,-118.759788,Female,No,No,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,29.2,98.5,No,0,48,4699,,1
5968-VXZLG,Calabasas,91302,34.130861,-118.68346,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,No,0,54,5096,,1
5201-FRKKS,Winnetka,91306,34.209532,-118.577563,Male,No,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,No,0,64,4815,,1
9799-CAYJJ,West Hills,91307,34.199787,-118.68493,Female,Yes,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,153.8,No,0,58,2901,,1
5443-SCMKX,Newbury Park,91320,34.172071,-118.946262,Female,No,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.3,5610.15,No,0,77,6166,,12
8295-KMENE,Newhall,91321,34.370378,-118.504118,Female,No,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,76.45,4519.5,No,0,27,5978,,24
6738-ISCBM,Northridge,91324,34.238208,-118.55029,Male,No,No,No,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.0,2440.25,No,0,36,4256,,12
9821-BESNZ,Northridge,91325,34.236683,-118.517588,Male,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,104.25,6860.6,No,0,42,4915,,12
3678-MNGZX,Porter Ranch,91326,34.281911,-118.556218,Male,No,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,1377.7,No,0,53,4165,,24
